8.18e-02,3.32e-02,1.57e-02,1.37e-01,3.69e-02,4.32e-02,9.98e-02,9.03e-02,2.26e-02,5.80e-02,2.04e-01,3.90e-02,7.70e-03,1.98e-02,7.88e-02,1.50e-01
5.24e-03,2.11e-02,1.96e-02,2.44e-02,1.68e-02,1.30e-02,2.03e-02,1.60e-02,2.37e-02,3.02e-02,1.38e-01,1.25e-01,7.82e-02,4.91e-02,2.08e-01,1.29e-01
6.93e-02,2.17e-01,0.00e+00,3.07e-02,7.28e-02,1.02e-01,2.64e-02,3.44e-02,2.04e-02,1.64e-02,0.00e+00,5.77e-02,1.01e-02,6.05e-02,0.00e+00,3.83e-02
4.79e-02,3.80e-02,1.32e-02,1.21e-02,7.71e-02,1.20e-01,7.67e-03,3.92e-02,7.16e-02,1.39e-01,1.03e-01,3.45e-02,1.57e-01,1.21e-01,5.03e-02,1.06e-01
1.46e-02,0.00e+00,1.78e-02,2.42e-02,4.92e-02,0.00e+00,8.18e-02,2.92e-02,1.63e-02,2.63e-02,2.36e-02,2.24e-02,3.57e-02,0.00e+00,2.40e-02,3.18e-02
