3.44e-01,3.44e-01,2.97e-01,2.97e-01,3.44e-01,3.44e-01,2.97e-01,2.97e-01,2.17e-01,2.17e-01,4.00e-01,4.00e-01,2.17e-01,2.17e-01,4.00e-01,4.00e-01
1.84e-01,1.84e-01,2.34e-01,2.34e-01,1.84e-01,1.84e-01,2.34e-01,2.34e-01,3.17e-01,3.17e-01,4.01e-01,4.01e-01,3.17e-01,3.17e-01,4.01e-01,4.01e-01
3.95e-01,3.95e-01,2.05e-01,2.05e-01,3.95e-01,3.95e-01,2.05e-01,2.05e-01,2.04e-01,2.04e-01,1.93e-01,1.93e-01,2.04e-01,2.04e-01,1.93e-01,1.93e-01
3.65e-01,3.65e-01,1.75e-01,1.75e-01,3.65e-01,3.65e-01,1.75e-01,1.75e-01,4.22e-01,4.22e-01,3.34e-01,3.34e-01,4.22e-01,4.22e-01,3.34e-01,3.34e-01
1.94e-01,1.94e-01,2.60e-01,2.60e-01,1.94e-01,1.94e-01,2.60e-01,2.60e-01,2.25e-01,2.25e-01,1.78e-01,1.78e-01,2.25e-01,2.25e-01,1.78e-01,1.78e-01
