1.427509799999999995e-02,4.586942085555452582e-03
2.093082099999999876e-02,4.444907250162845845e-03
2.140448000000000003e-02,6.064477994577360982e-03
2.485075700000000110e-02,3.860932065555930121e-03
2.526725000000000151e-02,3.147962401519030506e-03
2.637789800000000032e-02,5.698379290895276561e-03
2.679439100000000074e-02,4.706386434612949698e-03
2.714555199999999988e-02,3.794871566089692057e-03
2.752937899999999966e-02,5.427167157597805568e-03
2.761921100000000115e-02,8.193903743644754059e-03
2.774170899999999981e-02,5.191431403545742652e-03
2.837053200000000039e-02,5.324102194823381214e-03
2.841953100000000135e-02,5.871016029943881311e-03
2.921168500000000112e-02,6.068794456927243189e-03
2.972617599999999999e-02,5.796424252189917060e-03
3.006917099999999871e-02,6.686548700203001974e-03
3.024883399999999875e-02,4.145271122664051511e-03
3.036316600000000046e-02,9.563935854670744738e-03
3.058366200000000104e-02,4.789927505160909010e-03
3.076332600000000056e-02,4.435196075028881302e-03
3.094298900000000060e-02,3.351935980261870271e-03
3.101648799999999831e-02,5.103956469204572535e-03
3.150648000000000337e-02,4.692858568420198336e-03
3.274779299999999727e-02,4.868164594453948217e-03
3.304995499999999892e-02,4.129968330787474155e-03
3.362977799999999906e-02,5.401065911699912646e-03
3.374411000000000077e-02,5.461381632755559282e-03
3.426676800000000300e-02,4.597965666690579344e-03
3.515692000000000123e-02,2.170391562407986748e-03
3.554074699999999754e-02,6.280816650246465876e-03
3.653706400000000104e-02,3.677633858978742332e-03
3.727205199999999996e-02,4.494456444610691985e-03
3.734554999999999819e-02,4.004327194494455497e-03
3.814587099999999786e-02,3.468577555341953444e-03
3.819486999999999882e-02,5.396065629585625190e-03
3.839086700000000213e-02,4.579033069507580829e-03
3.855419699999999839e-02,5.045803931046982313e-03
3.868486200000000041e-02,3.107703041526493903e-03
3.926468500000000056e-02,8.737673469140604457e-03
3.957501399999999864e-02,4.568984088704351916e-03
4.001600599999999980e-02,4.416647462936276226e-03
4.055499800000000182e-02,3.897808145389690306e-03
4.064482900000000037e-02,5.875830371980928987e-03
4.071016200000000113e-02,3.361654953598525175e-03
4.078365999999999936e-02,6.872381888805162604e-03
4.079182700000000272e-02,4.002474337640477865e-03
4.097149099999999877e-02,2.412708400085686322e-03
4.097965700000000266e-02,4.365748067403825601e-03
4.114298799999999839e-02,3.265668520482619894e-03
4.116748700000000261e-02,7.548986826811900780e-03
4.127365200000000095e-02,5.778495117079748486e-03
4.142065000000000330e-02,7.187349433564345011e-03
4.150231499999999796e-02,4.510353844250129807e-03
4.154314800000000196e-02,8.240710922109782677e-03
4.166564600000000063e-02,7.784430941482309817e-03
4.186980900000000089e-02,3.777133758006050515e-03
4.188614200000000121e-02,6.436763472615509955e-03
4.244146599999999714e-02,5.459527421220879834e-03
4.245779899999999746e-02,5.266486364011926415e-03
4.246596600000000082e-02,4.778961172445368721e-03
4.263746300000000045e-02,7.217612684658659614e-03
4.271096199999999815e-02,3.996113597303841726e-03
4.296412399999999937e-02,1.000752574742829262e-02
4.320911999999999670e-02,6.084517950645860866e-03
4.332345199999999841e-02,7.634620324948833414e-03
4.342961699999999675e-02,6.781401087687772243e-03
4.368277899999999797e-02,9.708181802045055125e-03
4.427893599999999791e-02,5.944905025531943207e-03
4.438510100000000319e-02,5.513844890405432929e-03
4.456476499999999924e-02,9.899594893232596671e-03
4.462192999999999715e-02,6.068789639532253324e-03
4.486692600000000142e-02,5.042628805579553106e-03
4.505475700000000083e-02,6.308338361899091563e-03
4.542225099999999682e-02,6.745736033576006131e-03
4.549574900000000199e-02,5.126579066711673544e-03
4.552841500000000263e-02,7.412437558913915168e-03
4.555291499999999938e-02,7.071419901261651042e-03
4.568358000000000141e-02,4.893289453236441752e-03
4.614090500000000289e-02,3.169530824500886666e-03
4.670439600000000219e-02,8.422684653514134895e-03
4.681872699999999748e-02,9.152447560660434064e-03
4.690039299999999856e-02,5.877273338290091818e-03
4.696572499999999983e-02,7.830601101270210501e-03
4.699022499999999658e-02,4.231931501946553306e-03
4.707188999999999818e-02,7.858996395267756063e-03
4.714538900000000282e-02,5.358357026398458296e-03
4.792937600000000270e-02,1.190971254257854051e-02
4.825603700000000162e-02,7.908733562671053235e-03
4.828053699999999837e-02,7.337437160959132780e-03
4.845203399999999799e-02,1.204139661698910499e-02
4.845203399999999799e-02,3.945683974817800442e-03
4.870519599999999921e-02,3.344159560548593847e-03
4.881952800000000092e-02,7.132215627513346749e-03
4.886035999999999851e-02,6.612010811132254876e-03
4.911352299999999921e-02,2.544797824378642725e-03
4.934218600000000315e-02,6.851551771647535795e-03
4.939118499999999717e-02,1.027978584522237955e-02
4.948101700000000214e-02,7.970194628287277996e-03
4.952184999999999920e-02,4.005193404519373501e-03
4.956268199999999680e-02,1.105321833142158990e-02
4.976684600000000347e-02,8.119247228150296841e-03
4.987301000000000234e-02,6.911389538481369291e-03
4.988117699999999877e-02,8.113535901355396415e-03
5.018333900000000042e-02,1.333189015800131418e-02
5.044466799999999806e-02,4.868302147490400668e-03
5.091832699999999934e-02,6.801865705238185379e-03
5.097549199999999725e-02,5.714869026068746145e-03
5.103265800000000157e-02,9.391683218780484677e-03
5.108982399999999896e-02,3.080035042926219067e-03
5.131031999999999954e-02,9.256015462929121501e-03
5.131848700000000291e-02,4.471927649702155463e-03
5.149814999999999948e-02,5.907410348050640483e-03
5.155531599999999687e-02,7.111019660237826757e-03
5.164514800000000183e-02,3.211660489925203133e-03
5.211063999999999974e-02,7.601792950675409499e-03
5.229030400000000273e-02,1.416488558776362455e-02
5.254346599999999701e-02,5.413033320291982427e-03
5.258429900000000101e-02,4.775062074816147258e-03
5.279662899999999770e-02,4.204747823802278996e-03
5.291912700000000330e-02,6.020756704440872326e-03
5.303345799999999860e-02,7.404183932859558642e-03
5.313962299999999694e-02,8.905936561407241589e-03
5.330295399999999961e-02,6.454558888829614073e-03
5.338461900000000121e-02,4.565923284830848521e-03
5.343361800000000217e-02,8.027026329803859175e-03
5.376028000000000057e-02,7.342126229932520107e-03
5.392360999999999682e-02,8.504558790497704357e-03
5.430743700000000007e-02,4.377654790990724229e-03
5.432377000000000039e-02,7.019948416127368487e-03
5.435643600000000103e-02,5.752025780938477099e-03
5.451976699999999676e-02,9.131528362137633983e-03
5.454426700000000044e-02,5.335915116573943309e-03
5.456060000000000076e-02,7.487535058623341448e-03
5.508325800000000300e-02,1.021819660317659258e-02
5.552425099999999669e-02,8.299959080288738314e-03
5.554058399999999701e-02,8.465392926850650451e-03
5.567941500000000293e-02,2.869969599976160760e-03
5.577741299999999791e-02,1.152477144729889547e-02
5.582641199999999887e-02,4.011999241391926013e-03
5.586724500000000287e-02,8.358826807763305652e-03
5.589991099999999657e-02,5.736338691425499868e-03
